"rt","responses","type","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","comparison_type","correct_side"
"null","","","html-keyboard-response","39","181920","0.0-39.0","<h1 style=""font-size: 35px"">HAND</h1><h1 style=""font-size: 35px; margin-top: 45px;"">VICTIM</h1>","null","",""
"610.2649999993446","","","html-keyboard-response","40","183285","0.0-40.0","<h1 style=""font-size: 35px;"">GAVEL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BISON</h1>","76","",""
"null","","","html-keyboard-response","41","188038","0.0-41.0","<h1 style=""font-size: 35px"">BUCKET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">JUNGLE</h1>","null","",""
"391.9950000017707","","","html-keyboard-response","42","189185","0.0-42.0","<h1 style=""font-size: 35px;"">ICEBERG<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HEADBAND</h1>","76","",""
"null","","","html-keyboard-response","43","193937","0.0-43.0","<h1 style=""font-size: 35px"">GRILL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PEPPER</h1>","null","",""
"1367.739999997866","","","html-keyboard-response","44","196059","0.0-44.0","<h1 style=""font-size: 35px;"">GRILL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BLOUSE</h1>","65","",""
"null","","","html-keyboard-response","45","200820","0.0-45.0","<h1 style=""font-size: 35px"">REBEL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LAPEL</h1>","null","",""
"1292.1600000008766","","","html-keyboard-response","46","202864","0.0-46.0","<h1 style=""font-size: 35px;"">POWDER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>JUNGLE</h1>","76","",""
"null","","","html-keyboard-response","47","207624","0.0-47.0","<h1 style=""font-size: 35px"">STAR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SHARK</h1>","null","",""
"755.1199999979872","","","html-keyboard-response","48","209132","0.0-48.0","<h1 style=""font-size: 35px;"">VICTIM<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>STAR</h1>","76","",""
"null","","","html-keyboard-response","49","213888","0.0-49.0","<h1 style=""font-size: 35px"">LIGHTNING</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SCARF</h1>","null","",""
"1323.0150000017602","","","html-keyboard-response","50","215967","0.0-50.0","<h1 style=""font-size: 35px;"">SCARF<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SHARK</h1>","76","",""
"null","","","html-keyboard-response","51","220727","0.0-51.0","<h1 style=""font-size: 35px"">BIKE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TUNNEL</h1>","null","",""
"1082.2449999977835","","","html-keyboard-response","52","222566","0.0-52.0","<h1 style=""font-size: 35px;"">BRAKE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BIKE</h1>","76","",""
"null","","","html-keyboard-response","53","227319","0.0-53.0","<h1 style=""font-size: 35px"">CANAL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COUNTY</h1>","null","",""
"871.4150000014342","","","html-keyboard-response","54","228941","0.0-54.0","<h1 style=""font-size: 35px;"">PEPPER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COUNTY</h1>","76","",""
"null","","","html-keyboard-response","55","233699","0.0-55.0","<h1 style=""font-size: 35px"">PEACH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PLUTO</h1>","null","",""
"1127.1600000000035","","","html-keyboard-response","56","235580","0.0-56.0","<h1 style=""font-size: 35px;"">PEACH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CANYON</h1>","65","",""
"null","","","html-keyboard-response","57","240339","0.0-57.0","<h1 style=""font-size: 35px"">MARINE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CHEMIST</h1>","null","",""
"1452.225000000908","","","html-keyboard-response","58","242547","0.0-58.0","<h1 style=""font-size: 35px;"">MARINE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>EMPIRE</h1>","65","",""
"null","","","html-keyboard-response","59","247302","0.0-59.0","<h1 style=""font-size: 35px"">ROD</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SLIDE</h1>","null","",""
"1261.145000000397","","","html-keyboard-response","60","249316","0.0-60.0","<h1 style=""font-size: 35px;"">CAMEL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TUNNEL</h1>","76","",""
"null","","","html-keyboard-response","61","254072","0.0-61.0","<h1 style=""font-size: 35px"">GRAPE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SPACE</h1>","null","",""
"1406.330000001617","","","html-keyboard-response","62","256234","0.0-62.0","<h1 style=""font-size: 35px;"">PLUTO<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LAPEL</h1>","65","",""
"null","","","html-keyboard-response","63","260994","0.0-63.0","<h1 style=""font-size: 35px"">PLAZA</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TOURIST</h1>","null","",""
"801.0949999988661","","","html-keyboard-response","64","262549","0.0-64.0","<h1 style=""font-size: 35px;"">SPACE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TOURIST</h1>","76","",""
"null","","","html-keyboard-response","65","267307","0.0-65.0","<h1 style=""font-size: 35px"">HORNET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COTTAGE</h1>","null","",""
"1667.9150000017835","","","html-keyboard-response","66","269727","0.0-66.0","<h1 style=""font-size: 35px;"">SCOTCH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HAND</h1>","65","",""
"null","","","html-keyboard-response","67","274484","0.0-67.0","<h1 style=""font-size: 35px"">LADY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">VIKING</h1>","null","",""
"1110.7799999990384","","","html-keyboard-response","68","276349","0.0-68.0","<h1 style=""font-size: 35px;"">HORNET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PLAZA</h1>","76","",""
"null","","","html-keyboard-response","69","281106","0.0-69.0","<h1 style=""font-size: 35px"">GAZELLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MESSAGE</h1>","null","",""
"800.9200000014971","","","html-keyboard-response","70","282658","0.0-70.0","<h1 style=""font-size: 35px;"">MESSAGE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SLIDE</h1>","65","",""
"null","","","html-keyboard-response","71","287417","0.0-71.0","<h1 style=""font-size: 35px"">LIPSTICK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">INMATE</h1>","null","",""
"1096.6299999963958","","","html-keyboard-response","72","289268","0.0-72.0","<h1 style=""font-size: 35px;"">LADY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TEMPLE</h1>","76","",""
"null","","","html-keyboard-response","73","294023","0.0-73.0","<h1 style=""font-size: 35px"">JELLY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CRAYON</h1>","null","",""
"1374.325000000652","","","html-keyboard-response","74","296151","0.0-74.0","<h1 style=""font-size: 35px;"">CHEMIST<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CELLAR</h1>","76","16,many","0"
"null","","","html-keyboard-response","75","300913","0.0-75.0","<h1 style=""font-size: 35px"">HORSE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">NAPKIN</h1>","null","",""
"760.5900000017136","","","html-keyboard-response","76","302426","0.0-76.0","<h1 style=""font-size: 35px;"">HORSE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ROD</h1>","65","0,16","0"
"null","","","html-keyboard-response","77","307176","0.0-77.0","<h1 style=""font-size: 35px"">WORKER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SPHINX</h1>","null","",""
"1464.2249999996857","","","html-keyboard-response","78","309395","0.0-78.0","<h1 style=""font-size: 35px;"">GUARD<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BANJO</h1>","65","68,many","1"
"null","","","html-keyboard-response","79","314154","0.0-79.0","<h1 style=""font-size: 35px"">SNAKE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SERVER</h1>","null","",""
"1164.6900000014575","","","html-keyboard-response","80","316070","0.0-80.0","<h1 style=""font-size: 35px;"">KETCHUP<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WORKER</h1>","76","2,many","1"
"null","","","html-keyboard-response","81","320828","0.0-81.0","<h1 style=""font-size: 35px"">DENTIST</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BUBBLE</h1>","null","",""
"1157.0300000021234","","","html-keyboard-response","82","322738","0.0-82.0","<h1 style=""font-size: 35px;"">SPHINX<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SNAKE</h1>","76","2,4","1"
"null","","","html-keyboard-response","83","327494","0.0-83.0","<h1 style=""font-size: 35px"">BATHTUB</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SCALPEL</h1>","null","",""
"1406.2450000019744","","","html-keyboard-response","84","329651","0.0-84.0","<h1 style=""font-size: 35px;"">DENTIST<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>VIKING</h1>","65","2,16","0"
"null","","","html-keyboard-response","85","334407","0.0-85.0","<h1 style=""font-size: 35px"">TURNIP</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BUNNY</h1>","null","",""
"1609.9699999977602","","","html-keyboard-response","86","336772","0.0-86.0","<h1 style=""font-size: 35px;"">BUBBLE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TRUCK</h1>","76","4,68","0"
"null","","","html-keyboard-response","87","341533","0.0-87.0","<h1 style=""font-size: 35px"">BLOCKADE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PIMPLE</h1>","null","",""
"1126.604999997653","","","html-keyboard-response","88","343416","0.0-88.0","<h1 style=""font-size: 35px;"">TURNIP<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>GLOBE</h1>","65","2,68","0"
"null","","","html-keyboard-response","89","348176","0.0-89.0","<h1 style=""font-size: 35px"">SWIMMER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WHISKERS</h1>","null","",""
"684.0300000003772","","","html-keyboard-response","90","349616","0.0-90.0","<h1 style=""font-size: 35px;"">DIME<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SWIMMER</h1>","76","0,many","1"
"null","","","html-keyboard-response","91","354375","0.0-91.0","<h1 style=""font-size: 35px"">SUNRISE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">VENUS</h1>","null","",""
"1535.8349999987404","","","html-keyboard-response","92","356667","0.0-92.0","<h1 style=""font-size: 35px;"">NAPKIN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>DRESS</h1>","65","16,68","0"
"null","","","html-keyboard-response","93","361424","0.0-93.0","<h1 style=""font-size: 35px"">PAPER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COD</h1>","null","",""
"840.635000000475","","","html-keyboard-response","94","363020","0.0-94.0","<h1 style=""font-size: 35px;"">SUNRISE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PAPER</h1>","76","0,2","1"
"null","","","html-keyboard-response","95","367776","0.0-95.0","<h1 style=""font-size: 35px"">MAPLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TORTOISE</h1>","null","",""
"1254.56000000122","","","html-keyboard-response","96","369783","0.0-96.0","<h1 style=""font-size: 35px;"">MAPLE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>RABBIT</h1>","65","0,68","0"
"null","","","html-keyboard-response","97","374536","0.0-97.0","<h1 style=""font-size: 35px"">WINDOW</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GRAVE</h1>","null","",""
"1863.3200000003562","","","html-keyboard-response","98","377151","0.0-98.0","<h1 style=""font-size: 35px;"">COD<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PADDLE</h1>","76","4,many","0"
"null","","","html-keyboard-response","99","381912","0.0-99.0","<h1 style=""font-size: 35px"">AIRPORT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TILE</h1>","null","",""
"1930.5200000017649","","","html-keyboard-response","100","384599","0.0-100.0","<h1 style=""font-size: 35px;"">BATHTUB<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TORTOISE</h1>","76","4,16","1"
"null","","","html-keyboard-response","101","389359","0.0-101.0","<h1 style=""font-size: 35px"">GOBLIN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WASP</h1>","null","",""
"1026.2599999987287","","","html-keyboard-response","102","391141","0.0-102.0","<h1 style=""font-size: 35px;"">GRAVE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>GOBLIN</h1>","76","0,4","1"
"null","","","html-keyboard-response","103","395896","0.0-103.0","<h1 style=""font-size: 35px"">VIRUS</h1><h1 style=""font-size: 35px; margin-top: 45px;"">QUAIL</h1>","null","",""
"833.9249999989988","","","html-keyboard-response","104","397483","0.0-104.0","<h1 style=""font-size: 35px;"">PERFUME<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>VIRUS</h1>","76","0,many","1"
"null","","","html-keyboard-response","105","402244","0.0-105.0","<h1 style=""font-size: 35px"">SWITCH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WAITER</h1>","null","",""
"1204.360000003362","","","html-keyboard-response","106","404200","0.0-106.0","<h1 style=""font-size: 35px;"">SWITCH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SUNSET</h1>","65","0,68","0"
"null","","","html-keyboard-response","107","408956","0.0-107.0","<h1 style=""font-size: 35px"">DRINK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COUNTRY</h1>","null","",""
"2556.219999998575","","","html-keyboard-response","108","412265","0.0-108.0","<h1 style=""font-size: 35px;"">CASHEW<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>VENUS</h1>","76","16,many","1"
"null","","","html-keyboard-response","109","417022","0.0-109.0","<h1 style=""font-size: 35px"">TURTLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TUTU</h1>","null","",""
"1105.2400000007474","","","html-keyboard-response","110","418883","0.0-110.0","<h1 style=""font-size: 35px;"">BUCKET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WORLD</h1>","76","68,many","0"
"null","","","html-keyboard-response","111","423641","0.0-111.0","<h1 style=""font-size: 35px"">DAISY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COSTUME</h1>","null","",""
"1023.285000002943","","","html-keyboard-response","112","425419","0.0-112.0","<h1 style=""font-size: 35px;"">SHELF<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>DRINK</h1>","76","4,many","1"
"null","","","html-keyboard-response","113","430176","0.0-113.0","<h1 style=""font-size: 35px"">MILK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">ARMY</h1>","null","",""
"1241.845000000496","","","html-keyboard-response","114","432174","0.0-114.0","<h1 style=""font-size: 35px;"">REBEL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TURTLE</h1>","76","4,68","1"
"null","","","html-keyboard-response","115","436935","0.0-115.0","<h1 style=""font-size: 35px"">AUTHOR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COURSE</h1>","null","",""
"1051.9499999972759","","","html-keyboard-response","116","438743","0.0-116.0","<h1 style=""font-size: 35px;"">AUTHOR<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MILK</h1>","65","0,2","0"
"null","","","html-keyboard-response","117","443494","0.0-117.0","<h1 style=""font-size: 35px"">PUDDING</h1><h1 style=""font-size: 35px; margin-top: 45px;"">POPCORN</h1>","null","",""
"1175.2500000002328","","","html-keyboard-response","118","445424","0.0-118.0","<h1 style=""font-size: 35px;"">ARMY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WASP</h1>","65","4,16","0"
"null","","","html-keyboard-response","119","450181","0.0-119.0","<h1 style=""font-size: 35px"">CLAMP</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SUITCASE</h1>","null","",""
"1462.5750000014086","","","html-keyboard-response","120","452399","0.0-120.0","<h1 style=""font-size: 35px;"">PUDDING<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COURSE</h1>","65","2,4","0"
"null","","","html-keyboard-response","121","457156","0.0-121.0","<h1 style=""font-size: 35px"">QUARTER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PADDING</h1>","null","",""
"10353.915000003355","","","html-keyboard-response","122","468265","0.0-122.0","<h1 style=""font-size: 35px;"">CANAL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WAITER</h1>","76","16,68","1"
"null","","","html-keyboard-response","123","473026","0.0-123.0","<h1 style=""font-size: 35px"">TAXI</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PLAYGROUND</h1>","null","",""
"1599.1199999989476","","","html-keyboard-response","124","475379","0.0-124.0","<h1 style=""font-size: 35px;"">QUARTER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ANKLE</h1>","65","2,many","0"
"null","","","html-keyboard-response","125","480132","0.0-125.0","<h1 style=""font-size: 35px"">THREAD</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PLATE</h1>","null","",""
"1101.1299999990733","","","html-keyboard-response","126","481986","0.0-126.0","<h1 style=""font-size: 35px;"">TUTU<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>THREAD</h1>","76","0,16","1"
"null","","","html-keyboard-response","127","486744","0.0-127.0","<h1 style=""font-size: 35px"">SILK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DRIVER</h1>","null","",""
"4878.40999999753","","","html-keyboard-response","128","492377","0.0-128.0","<h1 style=""font-size: 35px;"">PLATE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>DAISY</h1>","76","2,16","0"
"null","","","html-keyboard-response","129","497128","0.0-129.0","<h1 style=""font-size: 35px"">VALVE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">QUEEN</h1>","null","",""
"1121.8000000008033","","","html-keyboard-response","130","499005","0.0-130.0","<h1 style=""font-size: 35px;"">GRAPE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SILK</h1>","76","2,68","1"
"null","","","html-keyboard-response","131","503763","0.0-131.0","<h1 style=""font-size: 35px"">WIFE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CABBAGE</h1>","null","",""
"844.9600000021746","","","html-keyboard-response","132","505358","0.0-132.0","<h1 style=""font-size: 35px;"">DRIVER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WIFE</h1>","76","0,4","1"
"null","","","html-keyboard-response","133","510119","0.0-133.0","<h1 style=""font-size: 35px"">SPARROW</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DUSTPAN</h1>","null","",""
"1538.8400000011316","","","html-keyboard-response","134","512414","0.0-134.0","<h1 style=""font-size: 35px;"">CABBAGE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>VALVE</h1>","76","2,4","0"
"null","","","html-keyboard-response","135","517167","0.0-135.0","<h1 style=""font-size: 35px"">CHAUFFEUR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PERMIT</h1>","null","",""
